SubjectEntity,relation,ObjectEntity
Tyrol,StateSharesBorderState,"['province of belluno', 'belluno']"
Tyrol,StateSharesBorderState,"['tyrol', 'south tyrol']"
Tyrol,StateSharesBorderState,['grisons']
Tyrol,StateSharesBorderState,['veneto']
Tyrol,StateSharesBorderState,['trentino-south tyrol']
Tyrol,StateSharesBorderState,['bavaria']
Umbria,StateSharesBorderState,['marche']
Umbria,StateSharesBorderState,['tuscany']
Umbria,StateSharesBorderState,['lazio']
United states virgin islands,StateSharesBorderState,['puerto rico']
United states virgin islands,StateSharesBorderState,['british virgin islands']
Uusimaa,StateSharesBorderState,['tavastia proper']
Uusimaa,StateSharesBorderState,['kymenlaakso']
Uusimaa,StateSharesBorderState,"['paijanne tavastia', 'päijänne tavastia']"
Uusimaa,StateSharesBorderState,['finland proper']
Vaduz,StateSharesBorderState,['eschen']
Vaduz,StateSharesBorderState,['triesen']
Vaduz,StateSharesBorderState,['schaan']
Vaduz,StateSharesBorderState,['triesenberg']
Vaduz,StateSharesBorderState,['gamprin']
Vaduz,StateSharesBorderState,['balzers']
Vaduz,StateSharesBorderState,['buchs']
Vaduz,StateSharesBorderState,['sevelen']
Vaduz,StateSharesBorderState,['planken']
Veneto,StateSharesBorderState,['tyrol']
Veneto,StateSharesBorderState,['emilia-romagna']
Veneto,StateSharesBorderState,['carinthia']
Veneto,StateSharesBorderState,"['trentino-south tyrol', 'tyrol']"
Veneto,StateSharesBorderState,['lombardy']
Veneto,StateSharesBorderState,"['friuli venezia giulia', 'giulia']"
Vienna,StateSharesBorderState,"['lower austria', 'austria']"
Vorarlberg,StateSharesBorderState,['tyrol']
Vorarlberg,StateSharesBorderState,['grisons']
Vorarlberg,StateSharesBorderState,"['baden-wurttemberg', 'baden-württemberg']"
Vorarlberg,StateSharesBorderState,['bavaria']
Vorarlberg,StateSharesBorderState,"['st. gallen', 'canton of st. gallen']"
Vorarlberg,StateSharesBorderState,['liechtenstein']
Wales,StateSharesBorderState,['england']
Washington,StateSharesBorderState,['oregon']
Washington,StateSharesBorderState,['idaho']
Washington,StateSharesBorderState,['british columbia']
Wyoming,StateSharesBorderState,['montana']
Wyoming,StateSharesBorderState,['idaho']
Wyoming,StateSharesBorderState,['colorado']
Wyoming,StateSharesBorderState,['nebraska']
Wyoming,StateSharesBorderState,['utah']
Wyoming,StateSharesBorderState,"['dakota', 'south dakota']"
Åland,StateSharesBorderState,"['uppsala', 'uppsala county']"
Åland,StateSharesBorderState,"['stockholm county', 'stockholm']"
Åland,StateSharesBorderState,"['finland proper', 'finland']"
