SubjectEntity,relation,ObjectEntity
Pelé,PersonProfession,['actor']
Pharrell Williams,PersonProfession,['singer']
Pharrell Williams,PersonProfession,"['producer', 'record producer']"
Pharrell Williams,PersonProfession,['songwriter']
Pharrell Williams,PersonProfession,['rapper']
Pharrell Williams,PersonProfession,"['designer', 'fashion designer']"
Pharrell Williams,PersonProfession,['entrepreneur']
Pitbull,PersonProfession,['philanthropist']
Pitbull,PersonProfession,"['brand ambassador', 'ambassador']"
Pitbull,PersonProfession,['rapper']
Pitbull,PersonProfession,['songwriter']
Pitbull,PersonProfession,['musician']
Pitbull,PersonProfession,"['producer', 'record producer']"
Pitbull,PersonProfession,['entrepreneur']
Pitbull,PersonProfession,['singer']
Rafael Nadal,PersonProfession,['model']
Rafael Nadal,PersonProfession,"['player', 'tennis player']"
Rahul Gandhi,PersonProfession,['politician']
Ricky Gervais,PersonProfession,['writer']
Ricky Gervais,PersonProfession,['musician']
Ricky Gervais,PersonProfession,"['television producer', 'producer']"
Ricky Gervais,PersonProfession,['comedian']
Ricky Gervais,PersonProfession,"['television director', 'director']"
Ricky Gervais,PersonProfession,['actor']
Ricky Gervais,PersonProfession,['screenwriter']
Ricky Gervais,PersonProfession,"['voice actor', 'actor']"
Ricky Gervais,PersonProfession,"['presenter', 'television presenter']"
Ricky Gervais,PersonProfession,"['director', 'film director']"
Ricky Gervais,PersonProfession,['radio personality']
Ricky Gervais,PersonProfession,"['producer', 'film producer']"
Ricky Gervais,PersonProfession,"['actor', 'television actor']"
Ricky Gervais,PersonProfession,"['actor', 'film actor']"
Ricky Gervais,PersonProfession,"['comedian', 'stand-up comedian']"
Rihanna,PersonProfession,['actor']
Rihanna,PersonProfession,['businessperson']
Rihanna,PersonProfession,['singer']
Rihanna,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Rihanna,PersonProfession,['rapper']
Rihanna,PersonProfession,"['voice actor', 'actor']"
Rihanna,PersonProfession,['diplomat']
Rihanna,PersonProfession,"['designer', 'fashion designer']"
Rihanna,PersonProfession,"['artist', 'recording artist']"
Rihanna,PersonProfession,"['actor', 'film actor']"
Rihanna,PersonProfession,"['actor', 'television actor']"
Ringo Starr,PersonProfession,['drummer']
Roger Federer,PersonProfession,"['player', 'tennis player']"
Russell Brand,PersonProfession,"['presenter', 'television presenter']"
Russell Brand,PersonProfession,['guitarist']
Russell Brand,PersonProfession,['screenwriter']
Russell Brand,PersonProfession,['actor']
Russell Brand,PersonProfession,['comedian']
Russell Brand,PersonProfession,['playwright']
Russell Brand,PersonProfession,['columnist']
Russell Brand,PersonProfession,"['television producer', 'producer']"
Russell Brand,PersonProfession,['musician']
Russell Brand,PersonProfession,['singer']
Russell Brand,PersonProfession,['journalist']
Russell Brand,PersonProfession,['poet']
Russell Brand,PersonProfession,"['producer', 'film producer']"
Russell Brand,PersonProfession,['novelist']
Russell Brand,PersonProfession,['blogger']
Russell Brand,PersonProfession,"['actor', 'television actor']"
Russell Brand,PersonProfession,"['actor', 'film actor']"
Russell Brand,PersonProfession,['youtuber']
Russell Brand,PersonProfession,"['comedian', 'stand-up comedian']"
Russell Brand,PersonProfession,['autobiographer']
Russell Brand,PersonProfession,['radio personality']
Sachin,PersonProfession,['cricketer']
Sachin,PersonProfession,['politician']
Salman Khan,PersonProfession,['singer']
Salman Khan,PersonProfession,"['producer', 'film producer']"
Salman Khan,PersonProfession,"['actor', 'film actor']"
Salman Khan,PersonProfession,"['presenter', 'television presenter']"
Sasha Grey,PersonProfession,['writer']
Sasha Grey,PersonProfession,"['actor', 'pornographic actor']"
Sasha Grey,PersonProfession,['musician']
Sasha Grey,PersonProfession,"['glamour model', 'model']"
Sasha Grey,PersonProfession,['model']
Sasha Grey,PersonProfession,"['actor', 'television actor']"
Sasha Grey,PersonProfession,"['actor', 'film actor']"
Sasha Grey,PersonProfession,"['online streamer', 'streamer']"
Sasha Grey,PersonProfession,['photographer']
Sasha Grey,PersonProfession,['actor']
Sasha Grey,PersonProfession,['singer']
Sasha Grey,PersonProfession,"['dj', 'disc jockey']"
Sebastián Piñera,PersonProfession,['investor']
Sebastián Piñera,PersonProfession,['economist']
Sebastián Piñera,PersonProfession,['engineer']
Sebastián Piñera,PersonProfession,['politician']
Sebastián Piñera,PersonProfession,"['sports executive', 'executive']"
Sebastián Piñera,PersonProfession,['consultant']
Sebastián Piñera,PersonProfession,['businessperson']
Selena Gomez,PersonProfession,['singer']
Selena Gomez,PersonProfession,"['producer', 'record producer']"
Selena Gomez,PersonProfession,['songwriter']
Selena Gomez,PersonProfession,"['actor', 'child actor']"
Selena Gomez,PersonProfession,"['voice actor', 'actor']"
Selena Gomez,PersonProfession,"['producer', 'film producer']"
Selena Gomez,PersonProfession,"['designer', 'fashion designer']"
Selena Gomez,PersonProfession,['model']
Selena Gomez,PersonProfession,"['actor', 'television actor']"
Selena Gomez,PersonProfession,['actor']
Selena Gomez,PersonProfession,"['actor', 'film actor']"
Shakira,PersonProfession,['model']
Shakira,PersonProfession,['philanthropist']
Shakira,PersonProfession,['composer']
Shakira,PersonProfession,['singer']
Shakira,PersonProfession,"['producer', 'record producer']"
Shakira,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Shakira,PersonProfession,['guitarist']
Shakira,PersonProfession,"['voice actor', 'actor']"
Shakira,PersonProfession,['choreographer']
Shakira,PersonProfession,['manufacturer']
Shakira,PersonProfession,['actor']
Skrillex,PersonProfession,"['dj', 'disc jockey']"
Skrillex,PersonProfession,['singer']
Skrillex,PersonProfession,"['producer', 'record producer']"
Skrillex,PersonProfession,['songwriter']
Skrillex,PersonProfession,"['music producer', 'producer']"
Snoop Dogg,PersonProfession,"['director', 'film director']"
Snoop Dogg,PersonProfession,['businessperson']
Snoop Dogg,PersonProfession,['screenwriter']
Snoop Dogg,PersonProfession,['singer']
Snoop Dogg,PersonProfession,"['producer', 'record producer']"
Snoop Dogg,PersonProfession,"['voice actor', 'actor']"
Snoop Dogg,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Snoop Dogg,PersonProfession,['musician']
Snoop Dogg,PersonProfession,['songwriter']
Snoop Dogg,PersonProfession,['rapper']
Snoop Dogg,PersonProfession,['manufacturer']
Snoop Dogg,PersonProfession,"['actor', 'film actor']"
Snoop Dogg,PersonProfession,"['actor', 'television actor']"
Snoop Dogg,PersonProfession,"['producer', 'film producer']"
Snoop Dogg,PersonProfession,"['television producer', 'producer']"
Snoop Dogg,PersonProfession,['actor']
Stephen Harper,PersonProfession,['pianist']
Stephen Harper,PersonProfession,['economist']
Stephen Harper,PersonProfession,['politician']
Tablo,PersonProfession,['actor']
Tablo,PersonProfession,"['artist', 'recording artist']"
Tablo,PersonProfession,"['actor', 'television actor']"
Tablo,PersonProfession,['songwriter']
Tablo,PersonProfession,"['producer', 'record producer']"
Tablo,PersonProfession,['singer']
Tablo,PersonProfession,"['dj', 'disc jockey']"
Tablo,PersonProfession,['poet']
Tablo,PersonProfession,['composer']
Taylor Swift,PersonProfession,['singer']
Tyra Banks,PersonProfession,['entrepreneur']
Tyra Banks,PersonProfession,"['talk show host', 'host']"
Tyra Banks,PersonProfession,"['host', 'game show host']"
Tyra Banks,PersonProfession,['singer']
Tyra Banks,PersonProfession,"['actor', 'film actor']"
Tyra Banks,PersonProfession,"['actor', 'television actor']"
Tyra Banks,PersonProfession,"['presenter', 'television presenter']"
Tyra Banks,PersonProfession,['businessperson']
Tyra Banks,PersonProfession,['actor']
Tyra Banks,PersonProfession,"['television producer', 'producer']"
Tyra Banks,PersonProfession,['model']
Tyra Banks,PersonProfession,['musician']
Usain Bolt,PersonProfession,"['association football player', 'footballer']"
Usain Bolt,PersonProfession,['sprinter']
Victoria Beckham,PersonProfession,['model']
Victoria Beckham,PersonProfession,"['designer', 'fashion designer']"
Victoria Beckham,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Victoria Beckham,PersonProfession,['singer']
Victoria Beckham,PersonProfession,['entrepreneur']
Victoria Beckham,PersonProfession,['blogger']
Victoria Beckham,PersonProfession,['actor']
William Bonner,PersonProfession,['writer']
William Bonner,PersonProfession,"['presenter', 'news presenter']"
William Bonner,PersonProfession,['journalist']
Zedd,PersonProfession,['pianist']
Zedd,PersonProfession,['musician']
Zedd,PersonProfession,"['music producer', 'producer']"
Zedd,PersonProfession,['manufacturer']
Zedd,PersonProfession,"['artist', 'recording artist']"
Zedd,PersonProfession,"['dj', 'disc jockey']"
Zedd,PersonProfession,['composer']
Zedd,PersonProfession,"['producer', 'record producer']"
tanayo,PersonProfession,['composer']
tanayo,PersonProfession,['singer']
tanayo,PersonProfession,['musician']
tanayo,PersonProfession,['guitarist']
tanayo,PersonProfession,['music arranger']
